,created_at,text,geo,coordinates,place
228,Sun Jul 16 15:46:36 +0000 2017,Just posted a photo @ Arcade Independence Square https://t.co/pJ7xpSz3nn,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
229,Sun Jul 16 15:46:13 +0000 2017,Just posted a photo @ Arcade Independence Square https://t.co/Ow9lfQ4Br2,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
230,Sun Jul 16 15:45:50 +0000 2017,Just posted a photo @ Arcade Independence Square https://t.co/7iyC3odpZo,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
231,Sun Jul 16 15:45:27 +0000 2017,Just posted a photo @ Arcade Independence Square https://t.co/itwvaMjplw,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
232,Sun Jul 09 14:10:28 +0000 2017,"I'm at Arcade Independence Square in Colombo, Western Province https://t.co/JKQxXhQLbA","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
233,Sun Jul 09 07:05:28 +0000 2017,With this idiot!!! @ Arcade Independence Square https://t.co/NToAwtUaAw,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
234,Wed Jun 28 18:38:25 +0000 2017,Just posted a photo @ Arcade Independence Square https://t.co/OMY9YJUDm8,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
235,Sat Jun 24 02:23:10 +0000 2017,"I'm at Arcade Independence Square in Colombo, Western Province https://t.co/v3mAbUq3Pp","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
236,Fri Jun 23 19:33:44 +0000 2017,1/3 @ Arcade Independence Square https://t.co/w2visiflfM,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
237,Fri Jun 23 19:33:01 +0000 2017,1/2 @ Arcade Independence Square https://t.co/SXt2EKhs4K,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
238,Fri Jun 23 19:32:18 +0000 2017,1/1 @ Arcade Independence Square https://t.co/aRFHJY8EBm,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
239,Thu Jun 22 05:54:38 +0000 2017,Just posted a photo @ Arcade Independence Square https://t.co/pROx702oma,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
240,Mon Jun 19 12:57:16 +0000 2017,#jogging @ Arcade Independence Square https://t.co/0zd6KWjNoR,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
241,Sun Jun 18 13:10:51 +0000 2017,Being happy never goes out of style👌 @ Arcade Independence Square https://t.co/sWhM3wO8XJ,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
242,Sun Jun 18 13:09:24 +0000 2017,Shooting inside Independence Arcade. #shootingdiaries🎥 Trilan with a… https://t.co/EuvptvQJZL,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
243,Sun Jun 18 06:19:23 +0000 2017,"I'm at Arcade Independence Square in Colombo, Western Province w/ @chirja92 https://t.co/wV6Rpr4GMu",,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
244,Sat Jun 17 09:42:15 +0000 2017,"I'm at Arcade Independence Square in Colombo, Western Province w/ @miyuruhansi @itspaull https://t.co/Q6JhIN2CkJ",,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
245,Thu Jun 15 12:44:42 +0000 2017,New Cap! Looks like shoe laces. @ Arcade Independence Square https://t.co/IRpoXs398E,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
246,Tue Jun 06 12:52:08 +0000 2017,"I'm at Arcade Independence Square in Colombo, Western Province https://t.co/oxfGoj7voJ","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
247,Sat May 27 04:11:38 +0000 2017,Just posted a photo @ Arcade Independence Square https://t.co/ZLGqCcnlac,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
248,Fri May 26 16:26:43 +0000 2017,"Thank You My Lovely Past... 
Thank You Haters 
😍😘😘😘

New Life - New Style - New Hope @ Arcade… https://t.co/XGBAuEHP26","{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
249,Thu May 25 15:19:05 +0000 2017,🌟 @ Arcade Independence Square https://t.co/jri53AYFuQ,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
250,Wed May 24 12:52:28 +0000 2017,I'm at Arcade Independence Square Food Court w/ @sasaavs https://t.co/Q7KC10DTKZ,"{'type': 'Point', 'coordinates': [6.8984241, 79.87109582]}","{'type': 'Point', 'coordinates': [79.87109582, 6.8984241]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
251,Wed May 24 12:51:34 +0000 2017,"I'm at Arcade Independence Square in Colombo, Western Province w/ @sasaavs https://t.co/dJ6nXYus9Q","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
252,Tue May 23 14:20:57 +0000 2017,Last night🍗🍔🍟🌭🍕🍝 @ Supun Arcade Residency https://t.co/rKRNONFYVD,"{'type': 'Point', 'coordinates': [6.8766925, 79.8612931]}","{'type': 'Point', 'coordinates': [79.8612931, 6.8766925]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
253,Tue May 16 03:28:03 +0000 2017,"At indipendence Arcade with hunters.lk Crew

#comment #TagsForLikes #f4f #s4s #l4l #c4c… https://t.co/nD3qbPcFkK","{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
254,Sun May 14 11:58:32 +0000 2017,Just posted a photo @ Arcade Independence Square https://t.co/VVfSlk0QE8,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
255,Fri May 12 13:16:11 +0000 2017,Chocolate Brownie at Dilmah T Lounge. #hangout @ Arcade Independence… https://t.co/tNEmoDxpni,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
256,Thu May 11 14:57:15 +0000 2017,With Jo at Arcade Independence Square — https://t.co/HQIZnVySPp,"{'type': 'Point', 'coordinates': [6.89984, 79.86925]}","{'type': 'Point', 'coordinates': [79.86925, 6.89984]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
257,Wed May 10 14:23:33 +0000 2017,#Twilight on #vesak eve. @ Arcade Independence Square https://t.co/tkDjuCC782,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
258,Tue May 09 14:37:56 +0000 2017,"I'm at Arcade Independence Square in Colombo, Western Province https://t.co/qC4sNNPXEc","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
259,Sun May 07 10:59:14 +0000 2017,🌟 @ Arcade Independence Square https://t.co/WVBuYFwOJX,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
260,Fri May 05 05:44:44 +0000 2017,#sculptures #lions #colombo #srilanka🇱🇰 @ Arcade Independence Square https://t.co/nu3qaR89fS,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
261,Thu May 04 15:25:14 +0000 2017,"Shopping time nya nyonyaa

#latepost #arcade #Colombo #srilanka @… https://t.co/QhSG3Hf5JF","{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
262,Sun Apr 30 11:52:59 +0000 2017,Part#2 @ Arcade Independence Square https://t.co/XAOSE38m8K,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
263,Sun Apr 30 11:48:09 +0000 2017,ini bukan Lawang sewu yaa 😄😄 @ Arcade Independence Square https://t.co/9fmZb8deod,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
264,Sat Apr 29 13:13:12 +0000 2017,"I'm at Arcade Independence Square in Colombo, Western Province https://t.co/B50o8cweSs","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
265,Sat Apr 29 13:08:07 +0000 2017,"With siblings (@ Arcade Independence Square in Colombo, Western Province) https://t.co/kx8Q8i4hGW","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
266,Sat Apr 29 09:32:31 +0000 2017,Dark blue! #color #colors #blue #night #evening @ Arcade Independence Square https://t.co/YqO15gJeyZ,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
267,Fri Apr 28 13:47:50 +0000 2017,"I'm at Arcade Independence Square in Colombo, Western Province https://t.co/jencMSupwz","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
268,Sat Apr 22 04:44:21 +0000 2017,#nightout #goodtimes #evenings @ Arcade Independence Square https://t.co/3iFxtvy2AW,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
